,書名,出版項,ISBN,價格
712,好好說，哭不能解決問題（品格教育繪本：表達力／情緒溝通）,東雨文化,9789575216931,350
713,魔法傳說2-心魔 (上下冊不分售),東雨文化,9789575216863,450
714,壞情緒，走開！（品格教育繪本：情緒調適／人際互動）,東雨文化,9789575216856,350
715,大聲說出來！（品格教育繪本：勇敢表達／和平與正義）,東雨文化,9789575216870,350
716,7歲名偵探‧小福爾摩斯6-露營地大冒險,東雨文化,9789575216917,240
717,你記得嗎？您忘了嗎？（品格教育繪本：生命教育／親情）,東雨文化,9789575216900,350
718,口袋神探二部曲5-最後一道難題,東雨文化,9789575216832,300
719,穿越夢工場5-玩轉梁祝,東雨文化,9789575216887,250
720,月之丘魔法寶石店06-壞魔女和紅寶石的祕密,東雨文化,9789575216740,280
721,垃圾桶偵探 鴿五郎4-正面還擊！,東雨文化,9789575216801,300
722,史上最臭的偵探3-外星人的寶物,東雨文化,9789575216788,280
723,穿越夢工場4-遇見鐘樓怪人,東雨文化,9789575216825,250
724,瑜伽動一動──老虎不再生氣了（品格教育繪本：情緒引導／正念減壓）,東雨文化,9789575216764,350
725,把頭抬起來！把手機放下！──抬起頭，發現這世界的有趣（品格教育繪本：自主控制／用心觀察）,東雨文化,9789575216818,350
726,7歲名偵探‧小福爾摩斯5-神祕的盒子,東雨文化,9789575216771,240
727,其實我很厲害！──找到方法，突顯自我的變色龍（品格教育繪本：突破侷限／表達自我）,東雨文化,9789575216757,350
728,口袋神探二部曲4-遺忘的暗號(限銷台灣),東雨文化,9789575216733,300
729,神奇圖書館：昆蟲特戰隊3-臭蟲騎士 ,東雨文化,9789575216597,350
730,魔法傳說1-覺醒 (上下冊不分售),東雨文化,9789575216702,450
731,鵝教授上課啦！用科學揭開《金髮姑娘和三隻熊》的祕密（品格教育繪本：科學調查／邏輯思考）,東雨文化,9789575216719,350
732,垃圾桶偵探 鴿五郎3-超級「巢」任務,東雨文化,9789575216672,300
733,7歲名偵探‧小福爾摩斯1~4盒裝套書,東雨文化,4713510594551,960
734,史上最臭的偵探2-會吃顏色的河馬怪,東雨文化,9789575216634,280
735,豌豆公主與魔鞭 (隨書附贈：人物貼紙、魔法豌豆成語簿、魔豆手環),東雨文化,9789575216689,250
736,地圖可以幫什麼忙？——教孩子看懂各種日常中的地圖（品格教育繪本：獨立自主／生活邏輯）,東雨文化,9789575216658,350
737,艾咪怎麼會在大便上？——一顆玉米進入消化系統的奇幻旅程（品格教育繪本：身體探索／正向體驗）,東雨文化,9789575216696,350
738,口袋神探二部曲3-無人區的腳印,東雨文化,9789575216603,300
739,小男生身體的秘密-男生一定要看的正確性知識(2023年新版),東雨文化,9789575216573,350
740,露露和菈菈27-露露菈菈的提拉米蘇,東雨文化,9789575216566,240
741,穿越夢工場3-挑戰福爾摩斯,東雨文化,9789575216665,250
742,我不哭！雖然我很難過（品格教育繪本：宣洩情緒／挫折與成長）,東雨文化,9789575216610,350
743,砰砰砰！我家樓上住大象（品格教育繪本：敦親睦鄰／設身處地）,東雨文化,9789575216641,350
744,7歲名偵探‧小福爾摩斯5~8盒裝套書,東雨文化,4713510595251,960
745,史上最臭的偵探5-鏡子妖怪,東雨文化,9789575217280,280
746,綠野仙蹤3-地心仙境遇上玻璃城公主（隨書附贈：詞語國奇幻物語）,東雨文化,9789575217273,250
747,垃圾桶偵探 鴿五郎1~6集套書(書衣版,東雨文化,4713510595268,1800
748,數學破案神探03-怪盜羅蘋的密室陷阱,東雨文化,9789575217235,280
749,章魚先生買褲子（品格教育繪本：轉念思考）2024年新版,東雨文化,9789575217150,350
750,點與線的相遇（二版）,聯經,9789570846232,299
751,逃離可怕貓咪的方法（二版）,聯經,9789570853162,299
752,時間的故事（二版）,聯經,9789570845198,299
753,小健的蔬菜（二版）,聯經,9789570845174,299
754,旗魚王,聯經,9789570839395,300
755,不能靠近的天堂（二版）,聯經,9789570857085,320
756,法國王后的晚餐,聯經,9789570841954,320
757,甜甜辣辣的回憶,聯經,9789570841961,320
758,馬斯德國香腸店,聯經,9789570841985,320
759,橘子棒球隊的慶功宴,聯經,9789570841947,320
760,世界飲食文化小百科,聯經,9789570841923,360
761,土耳其烤肉大王,聯經,9789570842098,320
762,木口爺爺的壽司,聯經,9789570842111,320
763,提蒂安的禮物,聯經,9789570842104,320
764,總鋪師大辦桌,聯經,9789570842067,320
765,獸醫黑嚕嚕的醫院（二版）,聯經,9789570869224,320
766,鐵路列車長的一天,聯經,9789570844665,280
767,會呼吸的麵包與麵包師傅,聯經,9789570844658,280
768,123到台灣,聯經,9789570845099,250
769,春天的野餐會,聯經,9789570846768,270
770,來玩交換禮物,聯經,9789570848458,280
771,台灣地圖,聯經,9789570848748,350
772,台灣地圖貼紙書,聯經,4711132387919,390
773,好媽媽印章,聯經,9789570851052,280
774,感冒救援部隊,聯經,9789570851496,320
775,羅塔和他的朋友們,聯經,9789570851502,320
776,台灣最美的地方：國家公園地圖,聯經,9789570852516,350
777,爸爸去哪裡？,聯經,9789570853254,280
778,快點！快點！,聯經,9789570853247,320
779,山海經裡的故事1 南山先生的藥鋪子,聯經,9789570853513,290
780,哈啾！癢癢,聯經,9789570853834,320
781,啊！請小心意外小惡魔,聯經,9789570853841,320
782,平安龜實驗室,聯經,9789865427023,280
783,世界貧窮：我們窮不是因為懶惰,聯經,9789570854183,350
784,奧運（巴黎奧運新書衣版）,聯經,4711132385236,380
785,繪本東京,聯經,9789570854718,350
786,一目了然的國際衝突,聯經,9789570854770,390
787,難民：世界上最悲傷的旅人,聯經,9789570854756,350
788,123轉台灣,聯經,9789570854909,280
789,聯合國都在做什麼？,聯經,9789570855043,390
790,不可不知的國際條約,聯經,9789570855050,360
791,夏天吃西瓜,聯經,9789570855265,300
792,錦小路的京市場,聯經,9789570855371,370
793,慈悲心的種子,聯經,9789570855470,350
794,變強大的體操,聯經,9789570855753,280
795,山海經裡的故事2 南山先生的不傳祕方,聯經,9789570855722,320
796,我的石頭心爸爸,聯經,9789570855739,270
797,山海經裡的故事3 南山先生的逍遙遊,聯經,9789570856651,340
798,台灣早餐地圖,聯經,9789570856828,380
799,便便迷宮大冒險,聯經,9789570856910,300
800,搜神故事集1：穿越時空的送信人,聯經,9789570857146,380
801,搜神故事集2：乘龍飛天的鑄劍師,聯經,9789570866865,390
802,天鷹翱翔（二版）,聯經,9789570858563,290
803,博士、布都與我（二版）,聯經,9789570858556,320
804,熱天的時陣,聯經,9789570858600,300
805,斯洛伐克百年老市集,聯經,9789570859508,370
806,成為一棵樹,聯經,9789570859515,350
807,世界的孩子上學去,聯經,9789570859522,350
808,魔法的秋天,聯經,9789570860078,300
809,123生台灣,聯經,9789570860405,280
810,荷蘭阿克馬起司市場,聯經,9789570861457,380
811,從前從前，公主逃離了城堡,聯經,9789570861921,350
812,瑪麗愛穿什麼就穿什麼,聯經,9789570861952,350
813,花布少年：瓦蘭廷的彩色世界,聯經,9789570862164,320
814,快樂王子（聯經）,聯經,9789570862584,380
815,爭取平等的鬥士：大法官RBG的故事,聯經,9789570863703,380
816,機車媽媽（作者限量親簽版）,聯經,4711132389524,350
817,神祕甲蟲（贈品版）,聯經,4711132389555,350
818,怪咖老師的神祕時間,聯經,9789570864885,350
819,咱的日子：我們的日常,聯經,9789570864922,300
820,我像你這麼小的時候,聯經,9789570866032,320
821,空空如也博物館1：夢遊青銅夜宴,聯經,9789570866162,360
822,空空如也博物館2,聯經,9789570867787,360
823,空空如也博物館3,聯經,9789570869408,380
824,最最最好玩的捉迷藏,聯經,9789570866476,320
825,晚安，小熊,聯經,9789570864380,380
826,三隻山羊嘎啦嘎啦嘎啦,聯經,9789570866469,350
827,我有一種特別的感覺,聯經,9789570866858,320
828,漁夫和他的靈魂,聯經,9789570866919,380
829,我好像不是獨角鯨,聯經,9789570867305,350
830,葉子小屋,聯經,9789570868340,320
831,我們一起做麵包,聯經,9789570868357,340
832,是誰在門外啊？,聯經,9789570868364,340
833,在我被吃掉以前,聯經,9789570868630,350
834,山海經裡的故事4 東海先生的不繫之舟,聯經,9789570869958,350
835,窩窩頭抵家,聯經,9789570869729,320
836,KURORO太空學校找找書01：宇宙躲貓貓（首刷海報贈品版）,聯經,4711132384000,380
837,KURORO太空學校找找書02：神祕的電波在哪裡呢?（海報贈品版）,聯經,4711132385274,380
838,阿咪撿到一本書（聯經）,聯經,9789570870015,320
839,世界上最毒的藥,聯經,9789570870350,320
840,橡實與山貓,聯經,9789570870114,360
841,拉大提琴的果許,聯經,9789570870077,360
842,鹿舞的起源,聯經,9789570870107,360
843,銀杏的果實,聯經,9789570870091,360
844,貓的事務所,聯經,9789570870084,360
845,故宮好好玩1：從前從前皇帝有座動物園,聯經,9789570871142,380
846,聖誕老公公要罷工！,聯經,9789570871258,360
847,猜猜海洋,聯經,9789570871678,320
848,夜鷹之星,聯經,9789570871487,360
849,要求很多的餐廳,聯經,9789570871418,360
850,虔十公園林,聯經,9789570871456,360
851,歐茲貝爾與象,聯經,9789570871463,360
852,狼森、笊森和盜森,聯經,9789570871470,360
853,我的朋友蹛佇隔壁庄,聯經,9789570871838,320
854,松弟大冒險,聯經,9789570872361,300
855,木瓜是我的,聯經,9789570872347,320
856,山海經裡的故事5 東海先生的萬里行蹤,聯經,9789570872644,360
857,我不想睡覺（聯經）,聯經,9789570872552,360
858,蜘蛛詩人,聯經,9789570872651,350
859,穿穿的地洞,聯經,9789570873030,380
860,風獅吼（聯經）,聯經,9789570873092,360
861,我們的決定,聯經,9789570873238,450
862,桑尼說不要,聯經,9789570873351,350
863,桑尼說對不起,聯經,9789570873344,350
864,大人也不知道的不可思議現象大集合,聯經,9789570873672,350
865,我和我的小傷疤,聯經,9789570873788,380
866,如果剝開妖怪的皮,聯經,9789570874204,350
867,如果妖怪的屁股很長,聯經,9789570874198,350
868,貓與小鳥,聯經,9789570874341,360
869,餃子十兄弟,聯經,9789570861624,320
870,妙法蓮華經（聯經）,聯經,9789570859645,5500
871,金剛般若波羅蜜經（小）,聯經,9789570850253,3900
872,宋開慶元年壽聖寺刊本《金剛般若波羅蜜經》,聯經,9789570870275,4200
873,咦，帽子不見了？（林格倫獎得主、《我的眼淚果醬》作者──艾娃‧林斯特代表作）,小麥田,9786267281727,399
874,AI學習一本通：從幼兒園到高中　50個AI班級課堂教學策略,小麥田,9786267281987,450
875,GUSTAVE小壞蛋古斯塔夫（《世界上最棒的貓》Higuchi Yuko?口裕子驚喜之作）,小麥田,9786267281970,380
876,繪本不思議：穿洞、顛倒、調皮搗蛋加上難解謎團……經典繪本創意大集合,小麥田,9786267281949,420
877,星星滿口袋,小麥田,9786267281871,420
878,Flip-Thinking！來自荷蘭的翻轉思考法：中小學生都受用，人際互動、課業問題、建立生活習慣……讓「煩惱」變「機會」！,小麥田,9786267281895,360
879,真好耶！小學生快樂生活日記（人氣繪本作家吉竹伸介插圖！培養心理韌性、情緒靈敏度最佳讀本 ）（二版）,小麥田,9786267281918,299
880,魔女宅急便特別篇3半個魔女（全球獨家贈品：「魔女的啟程」一筆籤）,小麥田,9786267281901,360
881,魔女宅急便（2024年全系列套書，國際安徒生大獎得主角野榮子代表作?宮崎駿讚譽?全系列9冊中文版完整上市，收錄全新特別篇3《半個魔女》）,小麥田,9786267281956,2660
882,下雨的書店：雨冠之花（下雨的書店5）,小麥田,9786267281628,380
883,神奇小狗雷克斯,小麥田,9786267281796,300
884,聆聽路的聲音,小麥田,9786267281567,380
885,好佳哉！（獅子、大象和小老鼠陪你一起長大系列3 臺文／華文雙語生活品格教育繪本，附臺語朗讀音檔）,小麥田,9786267281826,340
886,無佮意！（不喜歡！獅子、大象和小老鼠陪你一起長大系列2 臺文／華文雙語生活品格教育繪本，附臺語朗讀音檔）,小麥田,9786267281772,340
887,經典古文小寓言：讀動物故事、打造文言文基礎、閱讀素養題全部學起來！（高詩佳老師作品）,小麥田,9786267281673,399
888,下雨的書店：雨中森林（下雨的書店4）,小麥田,9786267281581,360
889,媽媽是房子（法國千頁獎童書大獎）,小麥田,9786267281734,399
890,我的眼淚果醬（林格倫大獎得主艾娃‧林斯特代表作品）,小麥田,9786267281758,380
891,無公平！（獅子、大象和小老鼠陪你一起長大系列1 臺文／華文雙語生活品格教育繪本，附臺語朗讀音檔）,小麥田,9786267281697,340
892,下雨的書店：天氣漩渦的危機（下雨的書店系列#3）,小麥田,9786267281550,360
893,下雨的書店系列作（大好評，附中文版獨家書盒＆愛書人引路者蝸牛便條紙一組5枚）,小麥田,9786267281666,1759
894,原子能大進展：歐本海默、波耳怎麼發明原子彈？核分裂、原子爐如何產生巨大能量……看見核能發展的關鍵時刻（漫畫量子力學4?韓國好評科學漫畫）,小麥田,9786267281529,480
895,印地安人的麂皮靴（紐伯瑞金獎作品．經典新譯版）,小麥田,9786267281611,360
896,我會自己做計畫：時間管理、零用錢規劃、作息安排……從故事建立好習慣，養成自主學習（附贈超實用「一起做計畫吧！」實作表）,小麥田,9786267281512,320
897,想飛的孩子,小麥田,9786267281499,320
898,愛畫地圖的男孩,小麥田,9786267281475,380
899,火翼飛龍：隱密的王國（史詩級國際好評系列作#3《紐約時報》排行榜常勝軍）,小麥田,9786267281383,399
900,我有問題，但我不敢問,小麥田,9786267281451,360
901,回家【《彼得與他的寶貝》暖心續作】,小麥田,9786267281444,340
902,喜馬拉雅山的禮物（「高山上的孩子」系列，「講談社出版文化獎」、「日本攝影協會作家獎」得主石川直樹）,小麥田,9786267281161,360
903,泡泡紙男孩（卡內基兒童文學大獎入圍作品）（二版）,小麥田,9786267281420,360
904,火翼飛龍：失蹤的繼承人（史詩級國際好評系列作#2《紐約時報》排行榜常勝軍）,小麥田,9786267281338,399
905,開書店的貓（二版）,小麥田,9786267281468,420
906,粒子世界大發現：電子的運動、薛丁格的貓、反物質……現代物理學誕生啦！（漫畫量子力學3?韓國好評科學漫畫）,小麥田,9786267281314,480
907,瘋狂樹屋156層：搶救聖誕節大作戰（全球獨家限量贈品：聖誕新年賀卡）,小麥田,9786267000816,360
908,黑糖的女兒,小麥田,9786267281376,340
909,【SDGs主題繪本】自來水從哪裡來？（水管構造大公開，完整呈現水資源永續發展的知識繪本）,小麥田,9786267281352,360
910,長襪皮皮到南島（安徒生大獎作家林格倫經典作‧全新譯本‧原版插圖經典皮皮色收藏版）,小麥田,9786267281024,280
911,火翼飛龍：龍族預言（史詩級國際好評系列#1 《紐約時報》排行榜常勝軍）,小麥田,9786267281192,399
912,哈啾！過敏的時候（心理韌性最佳讀本，美國圖書館聯盟最佳兒童圖像小說）,小麥田,9786267281291,420
913,巴庫醫生,小山丘,9786263079328,350
914,想哭就哭成一座噴水池,小山丘,9786263077621,350
915,請投大野狼一票！,小山丘,9786263077096,350
916,爸爸的機械魚,小山丘,9786263701625,350
917,底下有什麼？,小山丘,9786263701786,370
918,慢慢與我,小山丘,9786263700901,350
919,老師，我們愛你！,小山丘,9786263701052,350
920,小猴子的舞會（趣味大拉頁）,小山丘,9786263706651,350
921,有點喜歡,小山丘,9786263706101,350
922,今天不想吹頭髮,小山丘,9786263705715,350
923,地球透視書,小山丘,9786263078048,399
924,樹的透視書,小山丘,9786263072350,399
925,人體透視書,小山丘,9789571468976,399
926,封神演義（兒少彩色圖文版),三民書局,9786263706828,320
927,更棒的骨頭（獨家加贈限量版更棒的便條紙）,小山丘,9786263079755,350
928,這不是小貓的故事,小山丘,9786263079267,350
929,安安和琪琪的雨天冒險,小山丘,9786263077393,350
930,城市裡的小農場,小山丘,9786263078352,350
931,花椰菜的大日子！,小山丘,9786263077331,350
932,基輔的月亮,小山丘,9786263078055,350
933,爬爸爸山,小山丘,9786263077843,350
934,不可思議的世界-萬物由來科學繪本,風車,9789862237472,220
935,宇宙的奇妙旅行-萬物由來科學繪本,風車,9789862237465,220
936,科學萬萬沒想到-萬物由來科學繪本,風車,9789862237489,220
937,揭秘建築工地-趣味科學知識翻翻書,風車,9789862237755,280
938,揭秘垃圾-趣味科學知識翻翻書,風車,9789862237762,280
939,揭秘宇宙-趣味科學知識翻翻書,風車,9789862237779,280
940,揭秘機場-趣味科學知識翻翻書,風車,9789862237786,280
941,揭秘醫院-趣味科學知識翻翻書,風車,9789862237793,280
942,揭秘機械-趣味科學知識翻翻書,風車,9789862237809,280
943,揭秘火車-趣味科學知識翻翻書,風車,9789862237816,280
944,揭秘汽車-趣味科學知識翻翻書,風車,9789862237823,280
945,我會自己嗯嗯-好習慣推拉轉遊戲書,風車,9789862238219,160 
946,我會自己吃飯-好習慣推拉轉遊戲書,風車,9789862238226,160 
947,我會自己洗澡-好習慣推拉轉遊戲書,風車,9789862238233,160 
948,我會自己穿衣服-好習慣推拉轉遊戲書,風車,9789862238240,160 
949,去郊遊機關書-第一本認知推拉轉,風車,4714426807131,90 
950,說早安機關書-第一本認知推拉轉,風車,4714426807193,90 
951,我的家機關書-第一本認知推拉轉,風車,4714426807155,90 
952,愛吃飯機關書-第一本認知推拉轉,風車,4714426807162,90 
953,運動會機關書-第一本認知推拉轉,風車,4714426807179,90 
954,遊樂園機關書-第一本認知推拉轉,風車,4714426807186,90 
955,農場動物-彩虹洞洞書,風車,9789862238561,180 
956,恐龍探險-彩虹洞洞書,風車,9789862238554,180 
957,形狀顏色-彩虹洞洞書,風車,9789862238530,180 
958,數數遊戲-彩虹洞洞書,風車,9789862238547,180 
959,奇妙洞洞書(全套6冊),風車,9789862239575,480 
960,安徒生童話3D立體書(全套8本),風車,9789862238752,980 
961,格林童話3D立體書(全套8本),風車,9789862238844,980 
962,小小飛行員-忙碌的小熊,風車,9789862238387,280
963,小火車司機-忙碌的小熊,風車,9789862238431,280
964,深海潛水員-忙碌的小熊,風車,9789862238325,280
965,小小救護員-忙碌的小熊,風車,9789862238295,280
966,露營旅行趣-忙碌的小熊,風車,9789862238318,280
967,快樂的假期-忙碌的小熊,風車,9789862238363,280
968,開心遊樂園-忙碌的小熊,風車,9789862238356,280
969,城堡小騎士-忙碌的小熊,風車,9789862238370,280
970,海盜尋寶記-忙碌的小熊,風車,9789862238394,280
971,賽車小冠軍-忙碌的小熊,風車,9789862238400,280
972,航海小船長-忙碌的小熊,風車,9789862238417,280
973,工地建築師-忙碌的小熊,風車,9789862238301,280
974,老街的童話(全套4冊),風車,9789862239841,1520
975,世界偉人故事繪本*新版*,風車,9789862236703,360
976,世界經典童話繪本*新版*,風車,9789862236710,360
977,希臘神話繪本*新版*,風車,9789862236727,360
978,伊索寓言繪本*新版*,風車,9789862236734,360
979,FOOD超人國語認字圖典,風車,9789862237526,320
980,FOOD超人世界地圖百科（200個國家&國旗+4000個雙語單字）,風車,9789862237649,580
981,學會尊重別人,風車,9789862237991,450
982,古堡裡的密室－給兒童的數學繪,小鯨生活,9786269764358,299
983,怪博士的機器人－給兒童的數學,小鯨生活,9786269764365,299
984,尋找鐘錶和艾妮－給兒童的數學,小鯨生活,9786269764372,299
985,史前海洋歷險記－給兒童的數學,小鯨生活,9786269764389,299
986,穿越恐龍世紀－給兒童的數學繪,小鯨生活,9786269764396,299
987,探險埃及金字塔－給兒童的數學,小鯨生活,9786269771103,299
988,風的一切(精),小鯨生活,9789865261276,380
989,山的世界(精),小鯨生活,9789865261450,480
990,海的世界(精),小鯨生活,9789865261603,480
991,野生動物世界－北半球(精),小鯨生活,9789865261924,580
992,野生動物世界－南半球(精),小鯨生活,9789865261467,580
993,北極(精),小鯨生活,9786269706228,480
994,仰望星空的男孩－愛德溫．哈伯,小鯨生活,9786269706235,450
995,魏管家的古堡夜譚Ⅰ,小鯨生活,9786269706204,320
996,魏管家的古堡夜譚Ⅱ,小鯨生活,9786269706211,320
997,奇幻森林三部曲3森林裡誰在生,小鯨生活,9786269764327,380
998,奇幻森林三部曲1守護森林的圖,小鯨生活,9786269764303,380
999,奇幻森林三部曲2冷杉的生日,小鯨生活,9786269764310,380
1000,生命的故事：起源和演化(精),小鯨生活,9789865532543,320
1001,成語的文學植物筆記,小鯨生活,9786269764334,350
1002,唐詩的文學植物筆記,小鯨生活,9786269771134,350
1003,宋詞的文學植物筆記,小鯨生活,9786269771196,350
1004,台灣諺語的文學植物筆記,小鯨生活,9786269764341,350
1005,網紅．假新聞．偽科學－媒體素,小鯨生活,9789865260095,280
1006,科學媽媽和孩子們的生活探險,小鯨生活,9789865260606,300
1007,法之呼吸－律師姐姐的法律下午,小鯨生活,9789865262747,299
1008,寶貝，一起玩整理(精),小鯨生活,9786269706273,320
1009,給孩子的中華科技史1夏商周(精,小鯨生活,9786269771165,350
1010,給孩子的中華科技史2春秋戰國,小鯨生活,9786269771172,350
1011,給孩子的中華科技史3秦漢(精),小鯨生活,9786269771189,350
1012,給孩子的中華科技史4魏晉南北,小鯨生活,9786269831029,350
1013,給孩子的中華科技史5隋唐(精),小鯨生活,9786269831036,350
1014,給孩子的中華科技史6宋遼夏金,小鯨生活,9786269831043,350
1015,給孩子的中華科技史7元(精),小鯨生活,9786269831050,350
1016,給孩子的中華科技史8明(精),小鯨生活,9786269831067,350
1017,給孩子的中華科技史9清(精),小鯨生活,9786269831074,350
1018,地圖－和我一起去旅行(精),小鯨生活,9789865262044,480
1019,地圖－我們美麗的星球(精),小鯨生活,9789865262051,480
1020,地圖－QA大挑戰(精),小鯨生活,9789865262068,480
1021,台北樂多多,小鯨生活,9786269706266,420
1022,台中樂多多,小鯨生活,9789869707930,399
1023,台南樂多多,小鯨生活,9789869707909,399
1024,消防知識多多書－台灣消防守護,小鯨生活,9789865262761,520
1025,月岡老師的動畫課１一起來玩動,小鯨生活,9786269706242,299
1026,月岡老師的動畫課２動畫是這樣,小鯨生活,9786269706259,299
1027,愛說鬼故事的蒲松齡來到現代,小鯨生活,9786269706280,299
1028,哭倒長城的孟姜女來到現代,小鯨生活,9786269706297,320
1029,代夫從軍的花木蘭來到現代,小鯨生活,9786269771158,320
1030,編寫《本草綱目》的李時珍來到,小鯨生活,9786269831012,320
1031,愛吃荔枝的楊貴妃來到現代,小鯨生活,9786269831081,320
1032,我的第一本植物演化圖鑑--從藻類演化到花,小鯨生活,9789865260613,1120
1033,我的第一本植物演化圖鑑--從被子植物稱霸,小鯨生活,9789865260620,1280
1034,動物演化圖鑑:古生代的生命故事(共5冊)) ,小鯨生活,9789865261405,1600
1035,動物演化圖鑑:中生代與新生代的生命故事(共5冊),小鯨生活,9789865261412,1600
1036,學霸才知道的科學新鮮事～宇宙。地球。演化。人體（贈：市價250元棉麻雙面大書袋）,小鯨生活,9789865262440,1440
1037,多多玩台灣：學習任務GO—台北台中台南系列(1套3冊),小鯨生活,4711366090135,1197
1038,世界這麼大，一起去看看！(含：3大冊精裝地圖集&1大張菊全開手繪地圖),小鯨生活,4711366090265,1280
1039,給兒童的數學繪本：加法，減法，時間(1套3冊),小鯨生活,9786269771110,799
1040,給兒童的數學繪本：日期，規律，圖形(1套3冊),小鯨生活,9786269771127,799
1041,海上絲路探險記(套書),小鯨生活,4711366090302,1260
1042,呼洛特上學去,小典藏,9786267430101,350
1043,蝸牛美美想獨處,小典藏,9786267430002,350
1044,雷蒙．布力格,小典藏,9786267031889,550
1045,當文創遇上法律：讀懂IP授權合約,小典藏,9786267031704,300
1046,憤怒的大日子：莫內、芙烈達、歐姬芙、巴斯奇亞……從壞情緒轉生出的藝術創作,小典藏,9786267031698,480
1047,我是小石頭,小典藏,9786267031117,350
1048,呼嚕呼嚕的書店小貓,小典藏,9789579057868,350
1049,當文創遇上法律：智慧財產的運用,小典藏,9789579057806,300
1050,森林裡的夢,小典藏,9789579057769,350
1051,為什麼非蒂芬妮藍不可：那些令人意想不到的色色故事,小典藏,9786267031612,480
1052,皮皮的自畫像,小典藏,9786267031377,350
1053,在美術館裡逛一天,小典藏,9789579057851,320
1054,朱迪絲‧克爾,小典藏,9786267031674,550
1055,路德威．白蒙,小典藏,9786267031605,550
1056,柯爾達的鐵線世界,小典藏,9789579057646,300
1057,藝術與氣候變遷：關於自然生態的創作實踐,小典藏,9786267430071,580
1058,雪橇屋,小典藏,9786267031131,350
1059,空間的未來：COVID-19加速產生的空間變化,小典藏,9786267430064,480
1060,敲打夢想的女孩(二版):一個女孩的勇氣改變了音樂,小典藏,9786267031025,300
1061,世界不是方盒子(二版)—普立茲建築獎得主札哈‧哈蒂的故事,小典藏,9786267031353,320
1062,【 WOW原來是這樣】生活科學,小牛頓,9789865539887,250
1063,【 WOW原來是這樣】身體密碼,小牛頓,9789865539917,250
1064,【 WOW原來是這樣】動物行為,小牛頓,9789865539948,250
1065,【 WOW原來是這樣】科技解密,小牛頓,9789865539924,250
1066,【WOW原來是這樣】動物冷知識,小牛頓,9789865539931,250
1067,【 WOW原來是這樣】宇宙探索,小牛頓,9789865539900,250
1068,【 WOW原來是這樣】植物生長,小牛頓,9789865539979,250
1069,【 WOW原來是這樣】地球奧秘,小牛頓,9789865539894,250
1070,【 WOW原來是這樣】動物身體,小牛頓,9789865539955,250
1071,【WOW原來是這樣】植物小秘密,小牛頓,9789865539962,250
1072,【小牛頓未來科學漫畫】Why？料理實驗室,小牛頓,9789865539832,300
1073,【小牛頓未來科學漫畫】Why？無人機,小牛頓,9789865539856,300
1074,【小牛頓未來科學漫畫】Why？遺傳與血型,小牛頓,9789865539771,300
1075,【小牛頓未來科學漫畫】Why？回收科學,小牛頓,9789865539849,300
1076,【小牛頓未來科學漫畫】Why？科學偵查隊,小牛頓,9789865539788,300
1077,【小牛頓未來科學漫畫】Why？未來能源,小牛頓,9789865539801,300
1078,【小牛頓未來科學漫畫】Why？物聯網世界,小牛頓,9789865539818,300
1079,【小牛頓未來科學漫畫】Why？氣候變遷,小牛頓,9789865539795,300
1080,【小牛頓未來科學漫畫】Why？細菌與病毒,小牛頓,9789865539863,300
1081,【小牛頓未來科學漫畫】Why？荒野求生記,小牛頓,9789865539825,300
1082,【小牛頓漫畫成語百科】智慧篇5,小牛頓,9789865539566,240
1083,【小牛頓漫畫成語百科】智慧篇6,小牛頓,9789865539573,240
1084,【小牛頓漫畫成語百科】科學篇3,小牛頓,9789865539603,240
1085,【小牛頓漫畫成語百科】科學篇4,小牛頓,9789865539610,240
1086,【小牛頓漫畫成語百科】動物篇3,小牛頓,9789865539641,240
1087,【小牛頓漫畫成語百科】動物篇4,小牛頓,9789865539658,240
1088,【全彩漫畫寫給孩子的世界名人傳記】巴赫,小牛頓,9786267190357,280
1089,【全彩漫畫寫給孩子的世界名人傳記】米開朗基羅,小牛頓,9786267190364,280
1090,【全彩漫畫寫給孩子的世界名人傳記】達文西,小牛頓,9786267190371,280
1091,【全彩漫畫寫給孩子的世界名人傳記】鄧肯,小牛頓,9786267190388,280
1092,【小牛頓漫畫人類大發明與發現】,小牛頓,9786267190401,350
1093,【動物生存高手】就是要吃東西,小牛頓,9789579250122,350
1094,【動物生存高手】就是要傳宗接代,小牛頓,9789579250139,350
1095,【改變歷史大發明】蠟燭到電燈,小牛頓,9786267190197,350
1096,【改變歷史大發明】潛水到跳傘,小牛頓,9786267190234,350
1097,【改變歷史大發明】電報到網路,小牛頓,9786267190203,350
1098,【改變歷史大發明】打字機到電腦,小牛頓,9786267190210,350
1099,【惡童金布魯】簡單的科學1  力與運動、光與波、太空,小牛頓,9786267190562,320
1100,【惡童金布魯】簡單的科學2  生物的構造與功能、物質變化、能量,小牛頓,9786267190609,320
1101,【惡童金布魯】簡單的科學3  地球、電流和電壓、大氣和海洋,小牛頓,9786267190616,320
1102,【科學小廚師】早餐,小牛頓,9786267190593,300
1103,【科學小廚師】午餐,小牛頓,9786267190654,300
1104,【科學小廚師】晚餐,小牛頓,9786267190661,300
1105,【科學小廚師】點心,小牛頓,9786267190678,300
1106,【一樣不一樣】陸生動物,小牛頓,9786267190630,320
1107,【一樣不一樣】水生動物,小牛頓,9786267190647,320
1108,【一樣不一樣】蔬菜,小牛頓,9786267190586,320
