,書名,出版項,ISBN,價格
1109,逗逗鎮幼兒氣象繪本: 傾盆如注的雨,小牛頓,9786267474235,250
1110,逗逗鎮幼兒氣象繪本: 奇形怪狀的雲,小牛頓,9786267474228,250
1111,逗逗鎮幼兒氣象繪本: 震耳欲聾的雷,小牛頓,9786267474211,250
1112,改變歷史的大發明套書(共8冊)    ,小牛頓,9786267190241,3500
1113,惡童金布魯 簡單的科學套書(共3冊)        ,小牛頓,9786267190623,960
1114,圖解酷科技套書(共10冊),小牛頓,9789579250375,3000
1115,飲水噴泉祕密事件簿,小魯,9789574906222,350
1116,給兒童的小六法全書：40堂法律必修課,小魯,9786267177464,390
1117,他賣了一隻鬼及其他,小魯,9786267350621,360
1118,便祕偵探1：是誰偷走了第99箱蘋果？,小魯,9786267350676,350
1119,便祕偵探2：閃亮亮洗髮乳祕方消失了！,小魯,9786267350911,350
1120,便祕偵探3：蜜糖國遊樂園野狼追捕事件！,小魯,9786267467275,350
1121,實踐願望專賣鋪1：掉落凡間的流星,小魯,9789574906543,360
1122,實踐願望專賣鋪2：比心願更重要的事,小魯,9789574906758,360
1123,實踐願望專賣鋪3：看不見的願望,小魯,9789574906765,360
1124,聽說，那山有仙石：孫悟空前傳,小魯,9786267237687,380
1125,水上印石：書道少年的修練旅程,小魯,9786267237885,380
1126,離人,小魯,9786267237014,480
1127,癡人(三版),小魯,9786267467626,380
1128,黑暗中的願望,小魯,9786267043516,390
1129,最後一位說書人（2022年紐伯瑞金牌獎）,小魯,9786267350102,420
1130,少年龍船隊(四版),小魯,9786267467435,360
1131,廁所幫少年偵探(03)地下室鬧鬼(三版),小魯,9786267467343,320
1132,科學姐妹:瑪里.居禮和她姐姐的原子力量,小魯,9789574906925,380
1133,工藤紀子繪本集：烏拉拉的小鏟子和大鏟子,小魯,9786267467480,720
1134,實踐願望專賣鋪（全三冊）,小魯,9789574906918,1080
1135,宮西達也超人力霸王繪本集：我的爸爸是超級英雄！（四本合售）（隨書附贈「爸」氣十足飲料提袋）,小魯,9786267467015,1560
1136,寶寶的第一套乘物繪本（三版）,小魯,9786267467008,960
1137,夢銀行繪本集：編織幸福的夢糖果,小魯,9786267350904,960
1138,歡迎光臨情緒魔法便利店,小魯,9786267350829,720
1139,歪歪小學：路易斯．薩奇爾經典校園故事（4冊合售）,小魯,9786267350652,1280
1140,宮西達也小卡車繪本集：使命必達，滿載而歸！（五冊合售）（隨書附贈「兜兜風」個性化吊牌，四款隨機出貨）,小魯,9786267350461,1680
1141,工藤紀子繪本集：小企鵝歡樂旅程（二版）,小魯,9786267350454,1400
1142,工藤紀子低年級橋梁書：加利達大冒險（全3冊）（二版）,小魯,9786267350409,1050
1143,雞蛋哥哥繪本集：破蛋而出（三版）,小魯,9786267350270,700
1144,鹹甜都美味！——生活圖鑑繪本集,小魯,9786267237878,1080
1145,跟著動物去探險：海陸空大探索,小魯,9789574906482,1140
1146,大人小孩都愛！——生活圖鑑繪本集,小魯,9786267237861,1080
1147,幸福滋味販賣所（附贈烘焙小鋪家家酒N次貼遊戲組）,小魯,9786267237649,720
1148,歡迎光臨宮西達也超神奇魔法店鋪,小魯,9786267237694,1440
1149,寶寶的第一套成長紀錄繪本（三版）,小魯,9786267237533,960
1150,說給兒童的偉人歷史：10書+有聲故事超值組,小魯,9789574906154,6600
1151,寶寶的第一套生活探索繪本,小魯,9786267237267,960
1152,小小人兒來幫忙——團結力量大！,小魯,9786267237274,1400
1153,我的身體我作主！：孩子的第一套安全教育寶典,小魯,9786267177815,1330
1154,兒童的醫學啟蒙圖文故事書：小醫師復仇者聯盟,小魯,9786267177747,1800
1155,跟著動物過一天：工作大探索,小魯,9786267177570,1050
1156,"回到爸媽小時候．臺灣鄉土教育繪本集：
《爸爸小時候：第一次逛迪化街》+《媽媽小時候：第一次參加婚禮》
",小魯,9786267177679,730
1157,排隊大集合！——超人氣識物百科,小魯,9786267177150,1400
1158,岩井俊雄創意樂園：100層樓的家,小魯,9786267177006,1610
1159,百分百贊成！——宮西達也大野狼朋友爆笑合集,小魯,9786267177143,1050
1160,"傳統文化產業四季走讀繪本集：
張秀毓《大家一起玩泥巴》+《爸爸的友善茶園》+《阿婆的燈籠樹》+《爺爺的玻璃店》",小魯,9789865566982,1280
1161,寶寶的第一套腸道健康繪本,小魯,9786267043707,960
1162,巴士火箭自由行：100層環遊世界繪本集(二版),小魯,9786267043578,720
1163,超人氣小雞幸福大書包,小魯,9786267043325,1920
1164,小修與沃特繪本集2：幸福滋味！,小魯,9786267043400,640
1165,跟著動物過一天：「我的未來不是夢」職業體驗繪本集,小魯,9789865566890,1400
1166,來自星星的小偵探:科學偵探社破案事件簿（全套共6冊，加贈遊戲牌卡）,小魯,9789865566630,1720
1167,我們為什麼要讀書?為什麼要工作?【自我探索平裝版】,采實,9789865079574,580
1168,我們為什麼要賺錢？為什麼要存錢？,采實,9786263495715,590
1169,麵包小偷4：出發吧！飯糰男孩,采實,9786263494152,320
1170,嘿咻！嘿咻！貓咪麵包店,采實,9786263496828,350
1171,生活素養小學堂03：小學生的時間管理課,采實,9786263494718,380
1172,生活素養小學堂4：小學生的人際相處課,采實,9786263495234,380
1173,小大人的理財素養2 漫畫圖解．未來不為錢煩惱的致富養成記,采實,9786263495395,430
1174,魔法少女奇遇記1：神祕的夢幻魔法卡片,采實,9786263495494,320
1175,GO！城市任務車大集合,采實,9786263494145,420
1176,奇怪的系列1：奇怪的公寓,采實,9786263494855,320
1177,我能管好我自己01：漫畫小學生情緒管理,采實,9786263495647,320
1178,昆蟲變態圖鑑：222種千奇百怪的昆蟲生態全收錄！,采實,9786263496910,780
1179,胎內記憶圖鑑,采實,9786263496620,320
1180,肉眼看不見的世界1：忙碌的細胞小將,采實,9786263495319,420
1181,寫給小學生的SDGs 地球真相（2合1套書）,采實,9786263494909,720
1182,奇怪的邀請函1：奇怪的冰淇淋,采實,9786263497016,350
1183,奇怪的邀請函2：奇怪的藍色炸雞,采實,9786263497139,350
1184,經典文學之旅系列：三國演義,采實,9786263497283,450
1185,經典文學之旅系列：西遊記,采實,9786263497252,450
1187,超級大擁抱,小漫遊文化,　9786269835508,360
1188,蝴蝶小孩【作者親筆繪製中文書名】,小漫遊文化,　9786269835546,380
1189,前面發生了什麼事？,小漫遊文化,　9786267527108,360
1190,月亮的新衣,小漫遊文化,　9786267527009,360
1191,遇見你，我懂了說謝謝,小漫遊文化,　9786269772414,360
1192,太陽王蘇巴：西瓜的傳說【附「龍神！召喚！」手作DIY教學組】,小漫遊文化,　9786269835584,480
1193,鉛筆（SDGs主題繪本）,小漫遊文化,　9786269820979,420
1194,我們一起（SEL社會情緒學習+SDGs永續發展目標繪本）,小漫遊文化,　9786269835553,360
1195,我們的游泳池,小漫遊文化,　9786267527146　,450
1196,晴天豬爆笑故事集1：晴天有時下豬,小漫遊文化,　9786269865383,299
1197,晴天豬爆笑故事集2：明天是豬日,小漫遊文化,　9786269865376,299
1198,【晴天豬爆笑故事集1+2套書】(二冊)：《晴天有時下豬》、《明天是豬日》,小漫遊文化,　9786269865390,598
1199,晴天豬爆笑故事集3：有時候我是豬,小漫遊文化,　9786267527030,299
1200,晴天豬爆笑故事集4：我的肚臍變漫畫,小漫遊文化,　9786267527047,299
1201,【晴天豬爆笑故事集3+4】(二冊)：《有時候我是豬》、《我的肚臍變漫畫》	 ,小漫遊文化,　9786267527054,598
1202,【爆笑萌科學1】不可思議的地球生活：便便、樹懶、彩虹......可愛角色帶你上天下海探索萬物奧祕,小漫遊文化,　9786269820924,350
1203,【爆笑萌科學2】不可思議的人類生活：穴居人、木乃伊埃及貓、象龜......可愛角色帶你穿梭古今遊歷33國文明,小漫遊文化,　9786269820931,350
1204,【爆笑萌科學3】不可思議的星空宇宙：太空蜘蛛、彗星捕手、黑洞義大利麵.....可愛角色帶你從太陽系飛向外太空，發現宇宙大奧祕,小漫遊文化,　9786269820948,350
1205,驚天動地的地球科學大百科：讀懂災害知識，成為環境小公民,小漫遊文化,　9786269835522,499
1206,歡迎來我家！動物的奇妙生活1（陸地動物）：彈簧舌、空中滑翔、泡沫防護罩…….，讓你嘆為觀止的吃拉睡生存技 ,小漫遊文化,　9786267527115,399
1207,歡迎來我家！動物的奇妙生活2（極地、水生與夜間動物）：長牙棒、水上跑、黑暗中打獵…….，讓你大開眼界的吃拉睡生存技,小漫遊文化,　9786267527122,399
1208,猜猜看，他們吃了什麼？【附知識互動遊戲手冊】：穴居人、古埃及人、太空人都吃什麼？認識150種你可能吃過或意想不到的食物,小漫遊文化,　9786269794584,499
1209,出發吧！環遊世界驚奇建築（隨書附【彈射世界，翻轉建築】木棋益智遊戲）：從古老堡壘到現代機場，涵蓋文化、歷史、地理等多元知識的奇妙建築之旅,小漫遊文化,　2284597660306,880
1210,我不想上學：陪伴孩子面對校園霸凌,水滴文化,9786267038406,380
1211,氣候行動：未來在我們手中！你就是地球的希望（最全觀的環境教育X地球公民百科XSDGs永續閱讀書單）,水滴文化,9786267038604,600
1212,【地球小公民】我們是多元社會：尊重差異，關懷弱勢，學習愛與包容的關鍵能力！（SDGs永續閱讀書單）,水滴文化,9786267038796,520
1213,蔬菜是怎麼長大的呀？【美好豐收版】,水滴文化,9786267038901,380
1214,靜悄悄的蛋【暢銷紀念版】,水滴文化,9786267038680,380
1215,鬧哄哄的巢【暢銷紀念版】,水滴文化,9786267038697,380
1216,沉睡中的種子【暢銷紀念版】,水滴文化,9786267038642,380
1217,有耐心的蝴蝶【暢銷紀念版】,水滴文化,9786267038703,380
1218,好煩好煩的小企鵝【暢銷紀念版】,水滴文化,9786267038765,380
1219,水果是怎麼長出來的呢？【美好豐收版】,水滴文化,9786267038918,380
1220,我們好（不）孤單,水滴文化,9786267038529,360
1221,奶奶，變老有什麼不一樣？,水滴文化,9786267038758,380
1222,什麼顏色，都行！【中英雙語繪本】,水滴文化,9786267038741,380
1223,食物從哪裡來？,水滴文化,9789865730697,580
1224,行動救地球！改變世界環保名人傳【中英雙語】,水滴文化,9789579529921,380
1225,台灣生態尋寶趣 2：野地漫遊,水滴文化,9786267038000,360
1226,農場老屋的故事,水滴文化,9786267352076,420
1227,愛旅行的候鳥,水滴文化,9786267038772,450
1228,從前從前有一座池塘,水滴文化,9786267352052,450
1229,雨,水滴文化,9786267038970,380
1230,也許你可以,水滴文化,9786267352465,380
1231,和阿布說再見,水滴文化,9786267352380,380
1232,好舒適的貝殼,水滴文化,9786267352373,380
1233,我們班有個火星男孩,水滴文化,9786267352595,380
1234,小翻頁大發現：我的環遊世界大發現【暢銷紀念版】(超值附贈─100×70cm 超大幅世界地圖海報)‧核心素養學習最佳讀物,水滴文化,9786267038819,780
1235,帕可好愛交響樂,水滴文化,9789865730628,450
1236,帕可好愛莫札特,水滴文化,9789865730734,450
1237,帕可好愛非洲樂,水滴文化,9789865730833,450
1238,帕可愛音樂：環遊世界之旅,水滴文化,9789579529785,499
1239,帕可好愛看電影（隨按即聽高音質樂曲，收錄16段音樂，全球暢銷幼兒音樂啟蒙書）,水滴文化,9786267038017,450
1240,帕可好愛雷鬼樂（隨按即聽高音質樂曲，收錄16段音樂，全球暢銷幼兒音樂啟蒙書）,水滴文化,9786267038482,450
1241,手指頭變變變【溫柔系幼兒啟蒙互動繪本】（附安全無毒紋身貼紙＋中英雙語＋QRcode朗讀音檔）,水滴文化,9786267352519,480
1242,小臉蛋變變變【溫柔系幼兒啟蒙互動繪本】（附安全無毒五官配對卡＋中英雙語＋QRcode朗讀音檔）,水滴文化,9786267352533,480
1243,腳趾頭變變變【溫柔系幼兒啟蒙互動繪本】（附安全無毒趾甲貼紙＋中英雙語＋QRcode朗讀音檔）,水滴文化,9786267352526,480
1244,打造你的恐龍博物館（內含5組史前恐龍立體模型，符合STEAM學習指標X啟動知識力X最佳禮物書）,水滴文化,9789869706735,600
1245,歡迎光臨！動物的家立體書,水滴文化,9789579529167,600
1246,STEAM小翻頁：元素週期表大發現（超值附贈「我的元素週期表」精美海報）【中小學生科學素養先修‧英國暢銷知識教育小百科】,水滴文化,9789579529242,600
1247,哈囉，鯨魚先生！（北市動物園優良讀物，10種動物＋30則生態小知識，15個立體翻頁＋4個軋型大折頁）,水滴文化,9786267038451,380
1248,哈囉，大熊太太！（北市動物園優良讀物，10種動物＋30則生態小知識，15個立體翻頁＋4個軋型大折頁）,水滴文化,9786267038468,380
1249,【地球小公民】我們是數位新世代：善用網路，保護自己，培養獨立思考的關鍵能力！（SDGs永續閱讀書單）,水滴文化,9786267038925,520
1250,超有梗！看漫畫學物理：如果望遠鏡可以穿越時空【符合108課綱 X STEAM學習指標】,水滴文化,9786267352403,450
1251,超有梗！看漫畫學化學：烤焦的吐司還是吐司嗎？【符合108課綱 X STEAM學習指標】,水滴文化,9786267352397,450
1252,快樂，你在哪裡？,水滴文化,9789579529587,320
1253,害羞的甲蟲【暢銷紀念版】,水滴文化,9786267038659,380
1254,活生生的石頭【暢銷紀念版】,水滴文化,9786267038666,380
1255,從前從前有一座森林,水滴文化,9789865730338,350
1256,外公的大衣（《媽咪在哪裡？》作者──繪本大師芭芭拉‧麥克林托克代表作，年度最佳繪本&國內外童書大獎肯定！好書大家讀X中小學生優良課外讀物X閱讀起步走推薦書單）,水滴文化,9789865730673,280
1257,台灣生態尋寶趣【自然探索版】,水滴文化,9786267352267,380
1258,聖桑動物狂歡節音樂故事【古典布紋封面典藏版】,水滴文化,9789579529532,680
1259,我會好好照顧你,水滴文化,9786267038062,350
1260,我家住在塔帕若斯河岸,水滴文化,9786267038727,420
1261,花豹公車失業了,水滴文化,9786267352250,450
1262,挖土機與毛毛蟲【中英雙語繪本】,水滴文化,9786267352274,380
1263,【小小生態花園】樹是怎麼便便的呢？（108課綱生活課程X SDGs永續閱讀書單）,水滴文化,9786267352298,360
1264,【小小生態花園】花也會談戀愛嗎？（108課綱生活課程X SDGs永續閱讀書單）,水滴文化,9786267352366,360
1265,【小小生態花園】植物寶寶怎麼誕生的呀？（108課綱生活課程X SDGs永續閱讀書單）,水滴文化,9786267352304,360
